Location,Range,Personality
9,0.98,1. Openness
9,0.66,1. Openness
9,0.8,1. Openness
9,0.94,1. Openness
9,0.98,1. Openness
9,0.9,1. Openness
9,0.92,1. Openness
9,0.84,1. Openness
9,0.92,1. Openness
9,0.98,1. Openness
9,0.98,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.88,1. Openness
9,0.98,1. Openness
9,0.84,1. Openness
9,1,1. Openness
9,0.9,1. Openness
9,0.96,1. Openness
9,0.96,1. Openness
9,0.84,1. Openness
9,0.64,1. Openness
9,0.92,1. Openness
9,0.92,1. Openness
9,0.84,1. Openness
9,0.92,1. Openness
9,0.98,1. Openness
9,0.86,1. Openness
9,0.76,1. Openness
9,0.88,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.84,1. Openness
9,0.74,1. Openness
9,0.76,1. Openness
9,0.68,1. Openness
9,0.84,1. Openness
9,0.66,1. Openness
9,0.84,1. Openness
9,0.84,1. Openness
9,0.82,1. Openness
9,0.62,1. Openness
9,0.86,1. Openness
9,0.92,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.48,1. Openness
9,0.72,1. Openness
9,0.72,1. Openness
9,0.66,1. Openness
9,1,1. Openness
9,0.96,1. Openness
9,0.58,1. Openness
9,0.9,1. Openness
9,0.88,1. Openness
9,0.9,1. Openness
9,0.82,1. Openness
9,0.86,1. Openness
9,0.62,1. Openness
9,0.96,1. Openness
9,0.72,1. Openness
9,0.66,1. Openness
9,0.8,1. Openness
9,0.88,1. Openness
9,0.74,1. Openness
9,0.86,1. Openness
9,0.96,1. Openness
9,0.72,1. Openness
9,0.74,1. Openness
9,1,1. Openness
9,0.92,1. Openness
9,0.78,1. Openness
9,0.8,1. Openness
9,0.72,1. Openness
9,0.62,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.88,1. Openness
9,0.92,1. Openness
9,0.88,1. Openness
9,0.64,1. Openness
9,0.82,1. Openness
9,0.94,1. Openness
9,0.96,1. Openness
9,0.8,1. Openness
9,0.6,1. Openness
9,0.84,1. Openness
9,0.74,1. Openness
9,0.78,1. Openness
9,0.68,1. Openness
9,0.68,1. Openness
9,0.92,1. Openness
9,0.96,1. Openness
9,0.7,1. Openness
9,1,1. Openness
9,0.82,1. Openness
9,0.94,1. Openness
9,0.82,1. Openness
9,0.76,1. Openness
9,0.66,1. Openness
9,0.8,1. Openness
9,0.96,1. Openness
9,0.56,1. Openness
9,0.94,1. Openness
9,0.94,1. Openness
9,0.9,1. Openness
9,0.74,1. Openness
9,0.84,1. Openness
9,0.82,1. Openness
9,0.88,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.98,1. Openness
9,0.82,1. Openness
9,0.66,1. Openness
9,0.84,1. Openness
9,0.88,1. Openness
9,0.92,1. Openness
9,0.72,1. Openness
9,0.86,1. Openness
9,0.92,1. Openness
9,0.88,1. Openness
9,0.96,1. Openness
9,0.66,1. Openness
9,0.64,1. Openness
9,0.9,1. Openness
9,0.86,1. Openness
9,0.88,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.8,1. Openness
9,0.92,1. Openness
9,0.8,1. Openness
9,1,1. Openness
9,0.78,1. Openness
9,0.8,1. Openness
9,0.76,1. Openness
9,0.78,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.94,1. Openness
9,0.66,1. Openness
9,0.72,1. Openness
9,0.78,1. Openness
9,0.86,1. Openness
9,1,1. Openness
9,1,1. Openness
9,0.56,1. Openness
9,0.84,1. Openness
9,0.78,1. Openness
9,0.88,1. Openness
9,0.88,1. Openness
9,0.94,1. Openness
9,0.6,1. Openness
9,0.72,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.76,1. Openness
9,0.96,1. Openness
9,0.72,1. Openness
9,0.86,1. Openness
9,0.82,1. Openness
9,0.82,1. Openness
9,0.94,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.6,1. Openness
9,0.5,1. Openness
9,0.76,1. Openness
9,0.82,1. Openness
9,0.74,1. Openness
9,0.92,1. Openness
9,0.62,1. Openness
9,0.58,1. Openness
9,0.8,1. Openness
9,0.82,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,1,1. Openness
9,0.9,1. Openness
9,0.88,1. Openness
9,0.72,1. Openness
9,0.74,1. Openness
9,0.76,1. Openness
9,0.86,1. Openness
9,0.9,1. Openness
9,0.82,1. Openness
9,0.76,1. Openness
9,0.68,1. Openness
9,0.82,1. Openness
9,0.76,1. Openness
9,0.78,1. Openness
9,0.88,1. Openness
9,0.68,1. Openness
9,0.62,1. Openness
9,0.78,1. Openness
9,0.66,1. Openness
9,0.92,1. Openness
9,0.92,1. Openness
9,0.94,1. Openness
9,0.7,1. Openness
9,0.82,1. Openness
9,0.94,1. Openness
9,0.88,1. Openness
9,0.9,1. Openness
9,0.98,1. Openness
9,0.78,1. Openness
9,1,1. Openness
9,0.84,1. Openness
9,0.62,1. Openness
9,0.56,1. Openness
9,0.88,1. Openness
9,0.9,1. Openness
9,0.66,1. Openness
9,0.88,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.64,1. Openness
9,0.82,1. Openness
9,0.96,1. Openness
9,1,1. Openness
9,0.96,1. Openness
9,0.78,1. Openness
9,0.7,1. Openness
9,0.9,1. Openness
9,0.98,1. Openness
9,0.78,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.76,1. Openness
9,0.78,1. Openness
9,0.68,1. Openness
9,0.76,1. Openness
9,0.76,1. Openness
9,0.68,1. Openness
9,0.84,1. Openness
9,0.62,1. Openness
9,0.28,1. Openness
9,0.7,1. Openness
9,0.8,1. Openness
9,0.74,1. Openness
9,0.7,1. Openness
9,0.9,1. Openness
9,0.72,1. Openness
9,0.86,1. Openness
9,0.66,1. Openness
9,0.96,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.64,1. Openness
9,0.8,1. Openness
9,0.84,1. Openness
9,0.76,1. Openness
9,0.64,1. Openness
9,0.8,1. Openness
9,0.74,1. Openness
9,0.62,1. Openness
9,0.88,1. Openness
9,0.78,1. Openness
9,0.98,1. Openness
9,0.66,1. Openness
9,0.8,1. Openness
9,0.84,1. Openness
9,0.88,1. Openness
9,0.94,1. Openness
9,0.74,1. Openness
9,0.72,1. Openness
9,0.78,1. Openness
9,0.76,1. Openness
9,0.68,1. Openness
9,0.7,1. Openness
9,0.82,1. Openness
9,0.82,1. Openness
9,0.8,1. Openness
9,0.76,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.74,1. Openness
9,0.78,1. Openness
9,0.96,1. Openness
9,0.88,1. Openness
9,0.46,1. Openness
9,0.72,1. Openness
9,0.84,1. Openness
9,0.68,1. Openness
9,0.78,1. Openness
9,0.84,1. Openness
9,0.72,1. Openness
9,0.88,1. Openness
9,0.82,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.8,1. Openness
9,0.68,1. Openness
9,0.86,1. Openness
9,0.68,1. Openness
9,0.74,1. Openness
9,0.72,1. Openness
9,0.8,1. Openness
9,0.64,1. Openness
9,0.74,1. Openness
9,0.84,1. Openness
9,0.78,1. Openness
9,0.96,1. Openness
9,0.8,1. Openness
9,0.74,1. Openness
9,0.62,1. Openness
9,0.78,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.9,1. Openness
9,0.82,1. Openness
9,0.9,1. Openness
9,0.86,1. Openness
9,0.78,1. Openness
9,0.88,1. Openness
9,0.88,1. Openness
9,0.92,1. Openness
9,0.82,1. Openness
9,0.84,1. Openness
9,0.84,1. Openness
9,0.74,1. Openness
9,0.76,1. Openness
9,0.86,1. Openness
9,0.7,1. Openness
9,0.88,1. Openness
9,0.5,1. Openness
9,0.9,1. Openness
9,0.76,1. Openness
9,0.82,1. Openness
9,0.94,1. Openness
9,0.8,1. Openness
9,0.56,1. Openness
9,0.86,1. Openness
9,0.92,1. Openness
9,0.76,1. Openness
9,0.84,1. Openness
9,0.76,1. Openness
9,0.86,1. Openness
9,0.76,1. Openness
9,0.86,1. Openness
9,0.8,1. Openness
9,0.88,1. Openness
9,0.98,1. Openness
9,0.8,1. Openness
9,0.76,1. Openness
9,0.92,1. Openness
9,0.84,1. Openness
9,0.92,1. Openness
9,0.86,1. Openness
9,0.84,1. Openness
9,0.74,1. Openness
9,0.88,1. Openness
9,0.98,1. Openness
9,1,1. Openness
9,0.92,1. Openness
9,0.7,1. Openness
9,0.86,1. Openness
9,0.74,1. Openness
9,1,1. Openness
9,0.96,1. Openness
9,0.9,1. Openness
9,0.98,1. Openness
9,0.7,1. Openness
9,0.94,1. Openness
9,0.72,1. Openness
9,0.7,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.9,1. Openness
9,0.76,1. Openness
9,0.84,1. Openness
9,0.9,1. Openness
9,0.78,1. Openness
9,1,1. Openness
9,0.92,1. Openness
9,0.88,1. Openness
9,0.98,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.74,1. Openness
9,0.72,1. Openness
9,0.86,1. Openness
9,0.54,1. Openness
9,0.74,1. Openness
9,0.7,1. Openness
9,0.84,1. Openness
9,0.74,1. Openness
9,0.72,1. Openness
9,0.74,1. Openness
9,0.94,1. Openness
9,0.9,1. Openness
9,0.9,1. Openness
9,0.78,1. Openness
9,0.78,1. Openness
9,0.86,1. Openness
9,0.72,1. Openness
9,0.84,1. Openness
9,0.94,1. Openness
9,0.96,1. Openness
9,0.7,1. Openness
9,0.74,1. Openness
9,0.64,1. Openness
9,0.66,1. Openness
9,0.72,1. Openness
9,0.8,1. Openness
9,0.8,1. Openness
9,0.82,1. Openness
9,0.76,1. Openness
9,0.96,1. Openness
9,0.82,1. Openness
9,0.56,1. Openness
9,0.86,1. Openness
9,0.74,1. Openness
9,0.72,1. Openness
9,0.74,1. Openness
9,0.58,1. Openness
9,0.92,1. Openness
9,0.88,1. Openness
9,0.84,1. Openness
9,0.86,1. Openness
9,0.74,1. Openness
9,0.82,1. Openness
9,0.74,1. Openness
9,0.8,1. Openness
9,0.78,1. Openness
9,0.86,1. Openness
9,0.72,1. Openness
9,0.62,1. Openness
9,0.82,1. Openness
9,0.88,1. Openness
9,0.62,1. Openness
9,0.8,1. Openness
9,0.72,1. Openness
9,0.94,1. Openness
9,0.82,1. Openness
9,0.88,1. Openness
9,0.82,1. Openness
9,0.82,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.76,1. Openness
9,0.74,1. Openness
9,0.98,1. Openness
9,0.94,1. Openness
9,0.7,1. Openness
9,0.86,1. Openness
9,0.72,1. Openness
9,0.74,1. Openness
9,0.6,1. Openness
9,0.82,1. Openness
9,0.86,1. Openness
9,0.82,1. Openness
9,0.74,1. Openness
9,0.96,1. Openness
9,0.86,1. Openness
9,0.78,1. Openness
9,0.78,1. Openness
9,0.8,1. Openness
9,0.82,1. Openness
9,0.96,1. Openness
9,0.64,1. Openness
9,0.58,1. Openness
9,0.8,1. Openness
9,0.82,1. Openness
9,0.66,1. Openness
9,0.68,1. Openness
9,0.76,1. Openness
9,0.82,1. Openness
9,0.74,1. Openness
9,0.58,1. Openness
9,1,1. Openness
9,0.76,1. Openness
9,0.74,1. Openness
9,0.98,1. Openness
9,0.88,1. Openness
9,0.76,1. Openness
9,0.74,1. Openness
9,0.92,1. Openness
9,0.68,1. Openness
9,0.88,1. Openness
9,0.76,1. Openness
9,0.86,1. Openness
9,0.7,1. Openness
9,0.8,1. Openness
9,0.92,1. Openness
9,0.94,1. Openness
9,0.84,1. Openness
9,0.94,1. Openness
9,0.76,1. Openness
9,0.92,1. Openness
9,0.6,1. Openness
9,1,1. Openness
9,0.8,1. Openness
9,0.9,1. Openness
9,0.92,1. Openness
9,0.84,1. Openness
9,0.88,1. Openness
9,0.66,1. Openness
9,0.8,1. Openness
9,0.88,1. Openness
9,0.9,1. Openness
9,0.8,1. Openness
9,0.76,1. Openness
9,0.84,1. Openness
9,0.8,1. Openness
9,0.72,1. Openness
9,0.86,1. Openness
9,0.7,1. Openness
9,0.86,1. Openness
9,0.62,1. Openness
9,0.74,1. Openness
9,1,1. Openness
9,0.72,1. Openness
9,0.84,1. Openness
9,0.76,1. Openness
9,0.9,1. Openness
9,0.96,1. Openness
9,0.86,1. Openness
9,0.8,1. Openness
9,0.76,1. Openness
9,0.78,1. Openness
9,0.76,1. Openness
9,0.72,1. Openness
9,0.72,1. Openness
9,1,1. Openness
9,0.78,1. Openness
9,0.8,1. Openness
9,0.8,1. Openness
9,0.66,1. Openness
9,0.7,1. Openness
9,0.7,1. Openness
9,0.72,1. Openness
9,0.8,1. Openness
9,0.98,1. Openness
9,0.92,1. Openness
9,0.92,1. Openness
9,0.9,1. Openness
9,0.86,1. Openness
9,0.56,1. Openness
9,0.96,1. Openness
9,0.86,1. Openness
9,0.8,1. Openness
9,0.9,1. Openness
9,0.78,1. Openness
9,0.82,1. Openness
9,0.76,1. Openness
9,0.84,1. Openness
9,0.64,1. Openness
9,0.78,1. Openness
9,0.8,1. Openness
9,0.84,1. Openness
9,0.82,1. Openness
9,0.9,1. Openness
9,0.76,1. Openness
9,0.98,1. Openness
9,0.48,1. Openness
9,0.94,1. Openness
9,0.82,1. Openness
9,0.72,1. Openness
9,0.86,1. Openness
9,0.78,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.84,1. Openness
9,0.74,1. Openness
9,0.78,1. Openness
9,0.64,1. Openness
9,0.76,1. Openness
9,0.7,1. Openness
9,0.8,1. Openness
9,0.82,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.68,1. Openness
9,0.86,1. Openness
9,0.76,1. Openness
9,0.88,1. Openness
9,0.74,1. Openness
9,0.86,1. Openness
9,0.64,1. Openness
9,0.86,1. Openness
9,0.84,1. Openness
9,0.84,1. Openness
9,0.78,1. Openness
9,0.94,1. Openness
9,0.62,1. Openness
9,0.92,1. Openness
9,0.72,1. Openness
9,0.88,1. Openness
9,0.6,1. Openness
9,0.7,1. Openness
9,0.78,1. Openness
9,0.7,1. Openness
9,0.6,1. Openness
9,0.7,1. Openness
9,0.88,1. Openness
9,0.92,1. Openness
9,0.88,1. Openness
9,0.96,1. Openness
9,0.52,1. Openness
9,0.72,1. Openness
9,0.8,1. Openness
9,0.88,1. Openness
9,0.62,1. Openness
9,0.84,1. Openness
9,0.62,1. Openness
9,0.74,1. Openness
9,0.96,1. Openness
9,0.74,1. Openness
9,0.9,1. Openness
9,0.68,1. Openness
9,0.84,1. Openness
9,0.8,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.96,1. Openness
9,0.9,1. Openness
9,0.78,1. Openness
9,0.98,1. Openness
9,0.66,1. Openness
9,0.86,1. Openness
9,0.82,1. Openness
9,0.7,1. Openness
9,0.8,1. Openness
9,0.84,1. Openness
9,0.6,1. Openness
9,0.92,1. Openness
9,0.84,1. Openness
9,0.88,1. Openness
9,0.84,1. Openness
9,0.74,1. Openness
9,0.9,1. Openness
9,0.68,1. Openness
9,0.72,1. Openness
9,0.82,1. Openness
9,0.82,1. Openness
9,0.96,1. Openness
9,0.68,1. Openness
9,0.94,1. Openness
9,0.78,1. Openness
9,0.96,1. Openness
9,0.74,1. Openness
9,0.88,1. Openness
9,0.64,1. Openness
9,0.56,1. Openness
9,0.96,1. Openness
9,0.9,1. Openness
9,0.48,1. Openness
9,0.84,1. Openness
9,0.84,1. Openness
9,0.86,1. Openness
9,1,1. Openness
9,0.7,1. Openness
9,0.78,1. Openness
9,0.82,1. Openness
9,0.96,1. Openness
9,0.68,1. Openness
9,0.82,1. Openness
9,0.56,1. Openness
9,0.68,1. Openness
9,0.78,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.68,1. Openness
9,0.76,1. Openness
9,0.66,1. Openness
9,0.82,1. Openness
9,0.92,1. Openness
9,0.46,1. Openness
9,0.76,1. Openness
9,0.7,1. Openness
9,0.82,1. Openness
9,0.9,1. Openness
9,0.7,1. Openness
9,0.8,1. Openness
9,0.92,1. Openness
9,0.86,1. Openness
9,0.78,1. Openness
9,0.66,1. Openness
9,0.74,1. Openness
9,0.94,1. Openness
9,0.84,1. Openness
9,0.96,1. Openness
9,0.9,1. Openness
9,1,1. Openness
9,0.94,1. Openness
9,0.48,1. Openness
9,0.82,1. Openness
9,0.94,1. Openness
9,0.54,1. Openness
9,0.88,1. Openness
9,0.8,1. Openness
9,0.94,1. Openness
9,0.74,1. Openness
9,0.74,1. Openness
9,0.9,1. Openness
9,0.76,1. Openness
9,0.9,1. Openness
9,0.94,1. Openness
9,0.88,1. Openness
9,0.92,1. Openness
9,0.9,1. Openness
9,0.88,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.82,1. Openness
9,0.7,1. Openness
9,0.86,1. Openness
9,0.82,1. Openness
9,0.84,1. Openness
9,0.66,1. Openness
9,0.74,1. Openness
9,0.62,1. Openness
9,0.76,1. Openness
9,0.72,1. Openness
9,0.8,1. Openness
9,0.6,1. Openness
9,0.82,1. Openness
9,0.98,1. Openness
9,0.98,1. Openness
9,0.74,1. Openness
9,0.68,1. Openness
9,0.72,1. Openness
9,0.72,1. Openness
9,0.64,1. Openness
9,0.76,1. Openness
9,0.74,1. Openness
9,0.76,1. Openness
9,0.82,1. Openness
9,0.9,1. Openness
9,0.86,1. Openness
9,0.58,1. Openness
9,0.74,1. Openness
9,0.86,1. Openness
9,0.82,1. Openness
9,0.64,1. Openness
9,0.64,1. Openness
9,0.82,1. Openness
9,0.9,1. Openness
9,0.82,1. Openness
9,0.8,1. Openness
9,0.9,1. Openness
9,0.7,1. Openness
9,0.78,1. Openness
9,0.88,1. Openness
9,0.88,1. Openness
9,0.7,1. Openness
9,0.7,1. Openness
9,0.86,1. Openness
9,0.8,1. Openness
9,0.6,1. Openness
9,0.74,1. Openness
9,0.9,1. Openness
9,0.72,1. Openness
9,0.68,1. Openness
9,0.78,1. Openness
9,0.74,1. Openness
9,0.6,1. Openness
9,0.82,1. Openness
9,0.56,1. Openness
9,0.54,1. Openness
9,0.78,1. Openness
9,0.76,1. Openness
9,0.78,1. Openness
9,0.58,1. Openness
9,0.78,1. Openness
9,0.72,1. Openness
9,0.74,1. Openness
9,0.8,1. Openness
9,0.82,1. Openness
9,0.8,1. Openness
9,0.98,1. Openness
9,0.78,1. Openness
9,0.78,1. Openness
9,0.92,1. Openness
9,0.82,1. Openness
9,0.82,1. Openness
9,0.8,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.62,1. Openness
9,0.66,1. Openness
9,0.72,1. Openness
9,0.86,1. Openness
9,0.88,1. Openness
9,0.94,1. Openness
9,0.86,1. Openness
9,0.8,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.9,1. Openness
9,0.7,1. Openness
9,0.82,1. Openness
9,0.7,1. Openness
9,0.74,1. Openness
9,0.94,1. Openness
9,0.78,1. Openness
9,0.8,1. Openness
9,0.78,1. Openness
9,0.78,1. Openness
9,0.82,1. Openness
9,0.78,1. Openness
9,0.84,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.76,1. Openness
9,0.68,1. Openness
9,0.78,1. Openness
9,0.58,1. Openness
9,0.82,1. Openness
9,0.88,1. Openness
9,0.6,1. Openness
9,0.86,1. Openness
9,0.84,1. Openness
9,0.94,1. Openness
9,0.82,1. Openness
9,0.86,1. Openness
9,0.84,1. Openness
9,0.86,1. Openness
9,0.68,1. Openness
9,0.84,1. Openness
9,0.82,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.8,1. Openness
9,0.78,1. Openness
9,0.72,1. Openness
9,0.9,1. Openness
9,0.88,1. Openness
9,0.62,1. Openness
9,0.74,1. Openness
9,0.72,1. Openness
9,0.92,1. Openness
9,0.8,1. Openness
9,0.88,1. Openness
9,0.76,1. Openness
9,0.92,1. Openness
9,0.84,1. Openness
9,0.82,1. Openness
9,0.88,1. Openness
9,0.88,1. Openness
9,0.84,1. Openness
9,0.9,1. Openness
9,0.64,1. Openness
9,0.82,1. Openness
9,0.94,1. Openness
9,0.94,1. Openness
9,0.86,1. Openness
9,0.74,1. Openness
9,0.64,1. Openness
9,0.78,1. Openness
9,0.92,1. Openness
9,0.78,1. Openness
9,0.9,1. Openness
9,0.9,1. Openness
9,0.72,1. Openness
9,0.8,1. Openness
9,0.9,1. Openness
9,0.8,1. Openness
9,0.84,1. Openness
9,0.78,1. Openness
9,0.74,1. Openness
9,0.74,1. Openness
9,0.92,1. Openness
9,0.84,1. Openness
9,0.74,1. Openness
9,0.86,1. Openness
9,0.76,1. Openness
9,0.76,1. Openness
9,0.98,1. Openness
9,0.82,1. Openness
9,0.9,1. Openness
9,0.7,1. Openness
9,0.72,1. Openness
9,0.8,1. Openness
9,0.84,1. Openness
9,0.9,1. Openness
9,0.76,1. Openness
9,0.98,1. Openness
9,0.7,1. Openness
9,0.86,1. Openness
9,0.78,1. Openness
9,0.72,1. Openness
9,0.74,1. Openness
9,0.62,1. Openness
9,0.8,1. Openness
9,0.88,1. Openness
9,0.86,1. Openness
9,0.8,1. Openness
9,1,1. Openness
9,0.92,1. Openness
9,0.88,1. Openness
9,0.66,1. Openness
9,0.74,1. Openness
9,0.68,1. Openness
9,0.78,1. Openness
9,0.84,1. Openness
9,0.78,1. Openness
9,0.72,1. Openness
9,0.94,1. Openness
9,0.54,1. Openness
9,0.68,1. Openness
9,0.74,1. Openness
9,0.78,1. Openness
9,0.88,1. Openness
9,0.82,1. Openness
9,0.92,1. Openness
9,0.92,1. Openness
9,0.76,1. Openness
9,0.78,1. Openness
9,0.78,1. Openness
9,0.78,1. Openness
9,0.74,1. Openness
9,0.84,1. Openness
9,0.84,1. Openness
9,0.84,1. Openness
9,0.88,1. Openness
9,1,1. Openness
9,0.78,1. Openness
9,0.62,1. Openness
9,0.8,1. Openness
9,0.62,1. Openness
9,0.7,1. Openness
9,0.8,1. Openness
9,0.76,1. Openness
9,0.76,1. Openness
9,0.82,1. Openness
9,0.52,1. Openness
9,0.68,1. Openness
9,0.7,1. Openness
9,0.84,1. Openness
9,0.82,1. Openness
9,0.92,1. Openness
9,0.64,1. Openness
9,0.72,1. Openness
9,0.6,1. Openness
9,0.9,1. Openness
9,0.76,1. Openness
9,0.68,1. Openness
9,0.86,1. Openness
9,0.92,1. Openness
9,0.52,1. Openness
9,0.74,1. Openness
9,0.96,1. Openness
9,0.9,1. Openness
9,0.72,1. Openness
9,0.54,1. Openness
9,0.74,1. Openness
9,0.68,1. Openness
9,0.7,1. Openness
9,0.96,1. Openness
9,0.9,1. Openness
9,0.74,1. Openness
9,0.68,1. Openness
9,0.72,1. Openness
9,0.76,1. Openness
9,0.86,1. Openness
9,0.9,1. Openness
9,0.82,1. Openness
9,0.76,1. Openness
9,0.76,1. Openness
9,0.84,1. Openness
9,0.62,1. Openness
9,0.78,1. Openness
9,0.66,1. Openness
9,0.74,1. Openness
9,0.68,1. Openness
9,0.7,1. Openness
9,0.68,1. Openness
9,0.76,1. Openness
9,0.68,1. Openness
9,0.94,1. Openness
9,0.76,1. Openness
9,0.82,1. Openness
9,0.8,1. Openness
9,0.82,1. Openness
9,0.72,1. Openness
9,0.78,1. Openness
9,0.64,1. Openness
9,0.76,1. Openness
9,0.62,1. Openness
9,0.92,1. Openness
9,0.78,1. Openness
9,0.86,1. Openness
9,0.8,1. Openness
9,0.74,1. Openness
9,0.9,1. Openness
9,0.84,1. Openness
9,0.76,1. Openness
9,0.86,1. Openness
9,0.8,1. Openness
9,0.6,1. Openness
9,0.84,1. Openness
9,0.8,1. Openness
9,0.76,1. Openness
9,0.84,1. Openness
9,0.76,1. Openness
9,0.9,1. Openness
9,0.52,1. Openness
9,0.86,1. Openness
9,0.76,1. Openness
9,0.78,1. Openness
9,0.9,1. Openness
9,0.92,1. Openness
9,0.66,1. Openness
9,0.86,1. Openness
9,0.84,1. Openness
9,0.86,1. Openness
9,0.78,1. Openness
9,0.72,1. Openness
9,0.82,1. Openness
9,0.8,1. Openness
9,0.86,1. Openness
9,0.78,1. Openness
9,0.82,1. Openness
9,0.86,1. Openness
9,0.62,1. Openness
9,0.94,1. Openness
9,0.7,1. Openness
9,0.84,1. Openness
9,0.8,1. Openness
9,0.74,1. Openness
9,0.78,1. Openness
9,0.88,1. Openness
9,0.86,1. Openness
9,0.92,1. Openness
9,0.66,1. Openness
9,0.9,1. Openness
9,0.8,1. Openness
9,0.8,1. Openness
9,0.86,1. Openness
9,0.82,1. Openness
9,0.72,1. Openness
9,0.78,1. Openness
9,0.86,1. Openness
9,0.72,1. Openness
9,0.44,1. Openness
9,0.94,1. Openness
9,0.68,1. Openness
9,0.82,1. Openness
9,0.82,1. Openness
9,0.44,1. Openness
9,0.76,1. Openness
9,0.84,1. Openness
9,0.8,1. Openness
9,0.84,1. Openness
9,0.64,1. Openness
9,0.92,1. Openness
9,0.76,1. Openness
9,0.88,1. Openness
9,0.84,1. Openness
9,0.86,1. Openness
9,0.9,1. Openness
9,0.86,1. Openness
9,0.66,1. Openness
9,0.9,1. Openness
9,0.72,1. Openness
9,0.68,1. Openness
9,0.9,1. Openness
9,0.8,1. Openness
9,0.86,1. Openness
9,0.86,1. Openness
9,0.9,1. Openness
9,0.88,1. Openness
9,0.7,1. Openness
9,0.68,1. Openness
9,0.98,1. Openness
9,0.78,1. Openness
9,0.86,1. Openness
9,0.88,1. Openness
9,0.98,1. Openness
9,0.82,1. Openness
9,0.84,1. Openness
9,0.76,1. Openness
9,0.74,1. Openness
9,0.9,1. Openness
9,0.9,1. Openness
9,0.72,1. Openness
9,0.78,1. Openness
9,0.9,1. Openness
9,0.72,1. Openness
9,0.58,1. Openness
9,0.78,1. Openness
9,0.7,1. Openness
9,0.7,1. Openness
9,0.7,1. Openness
9,0.7,1. Openness
9,0.92,1. Openness
9,0.72,1. Openness
9,0.82,1. Openness
9,0.86,1. Openness
9,0.84,1. Openness
9,0.88,1. Openness
9,0.8,1. Openness
9,0.88,1. Openness
9,0.68,1. Openness
9,0.92,1. Openness
9,0.9,1. Openness
9,0.76,1. Openness
9,0.78,1. Openness
9,0.9,1. Openness
9,0.66,1. Openness
9,0.78,1. Openness
